912 1125
97 680 92452
98 289 14054
98 302 8654
98 540 23115
98 901 29550
100 135 44564
101 197 56458
101 458 8288
101 517 77556
101 812 81934
102 547 34968
103 257 24853
103 623 74758
104 177 89321
104 191 52499
104 335 84827
104 483 9264
104 538 70711
104 551 36208
104 643 22403
104 852 1620
104 857 4047
104 893 9971
105 717 42148
105 792 94526
105 860 40960
106 335 88476
106 625 5424
106 650 75692
107 271 30042
107 311 97992
107 465 26010
107 808 49694
108 527 17273
109 112 76053
109 802 48009
109 856 40006
110 484 7665
111 204 98866
111 814 84776
112 199 74271
112 478 45741
113 269 54764
113 516 7046
113 643 61562
113 751 31212
113 808 28082
114 151 58419
114 905 5940
115 458 70074
115 527 97384
115 600 19498
115 896 47566
116 755 14130
116 875 3534
117 608 99540
117 623 94712
118 404 19326
119 387 52722
119 793 69765
120 314 89628
120 726 37597
120 743 49320
120 762 73513
121 380 59273
121 510 81055
122 551 13224
122 772 27657
123 330 67854
124 133 66639
124 337 80202
126 245 46290
127 377 41526
127 412 7802
127 534 57374
128 755 84522
129 657 68504
129 815 10181
130 689 64551
131 260 75573
131 317 77204
131 387 7089
131 714 16128
131 739 79156
131 745 33875
132 233 7081
132 402 40009
132 518 42474
132 800 86045
134 159 54647
134 362 56123
134 621 5852
135 242 8835
135 395 57225
135 866 42517
136 780 83097
137 706 34166
138 778 96241
138 784 230
139 341 6763
139 344 78797
139 389 60981
139 404 9149
139 471 20797
139 731 81990
139 771 70401
139 793 82117
140 390 16849
141 567 86240
142 223 9455
142 309 12192
142 434 75596
144 420 33394
144 654 56871
144 677 40617
145 503 93132
145 547 57984
145 731 7238
145 897 55470
146 906 60971
147 153 33021
147 909 94423
148 237 99151
148 576 17586
149 321 10595
149 898 33687
150 885 31087
151 202 24067
151 558 40781
151 645 89097
152 525 34580
152 580 8601
152 874 76601
153 529 12850
153 870 9598
154 286 56937
154 293 46002
154 410 57974
154 649 68904
155 319 410
156 174 61940
156 621 50962
157 254 11085
157 268 82038
157 387 58183
157 467 96673
157 538 16561
157 753 75060
157 866 58441
158 736 3375
158 771 95747
158 787 39471
159 371 89420
160 554 5425
161 340 76629
162 304 9356
163 591 2334
163 911 78272
164 341 70446
164 513 77843
164 756 93850
165 871 39011
165 873 71767
166 880 1312
168 362 14510
168 665 36256
169 392 24667
169 643 77070
170 384 84392
171 591 95928
171 782 17392
172 176 70515
172 657 99581
172 773 14615
173 407 15484
173 883 9523
174 189 17926
175 426 16101
175 783 66862
175 885 15128
176 515 34232
177 245 47721
178 389 38790
179 684 62929
180 676 5748
181 734 15927
182 219 91786
182 466 95390
182 484 77562
182 493 16384
182 497 66490
182 734 27438
183 663 36644
183 752 86950
184 238 16659
184 625 18139
184 872 27946
185 231 52550
185 734 57890
186 376 9827
188 764 91589
189 220 11993
189 864 40507
190 366 27214
192 784 59695
193 314 92478
193 772 32525
194 545 41308
194 724 66743
194 832 6020
195 822 17088
196 437 56821
196 686 47794
199 277 79211
199 408 11950
200 660 34657
201 751 30425
202 249 1926
202 543 1040
202 580 80213
202 590 97568
203 585 84271
203 642 29345
204 289 96114
204 604 55411
204 843 8439
205 336 84950
205 557 49863
205 821 73254
206 356 78588
206 572 90355
207 401 99811
207 591 43196
207 618 34645
208 742 23304
209 376 73748
209 796 8300
210 654 96879
211 391 65158
212 369 37229
212 409 68618
213 633 53009
214 569 89441
214 715 23611
215 694 16185
216 286 77426
216 460 67867
216 779 73783
217 277 74901
218 300 36385
218 751 57479
219 567 61883
221 788 61656
224 582 66770
224 845 1778
225 607 19836
226 637 27522
226 688 16898
227 700 34936
228 288 4728
228 457 61797
228 705 6019
229 547 17274
229 573 21721
229 709 28899
229 893 93416
230 297 64342
231 272 46085
232 262 81143
232 740 66448
232 883 50844
233 265 212
233 379 80565
233 760 15197
233 804 90316
234 441 65971
234 517 66875
235 535 56542
236 316 51059
236 487 25178
238 382 40580
239 346 6538
239 456 3838
239 735 83876
240 839 19840
241 395 58305
241 396 74773
241 568 17731
241 780 81187
242 485 66486
242 524 25925
243 290 51409
243 313 56422
244 693 20601
244 891 66410
246 706 99279
247 312 17019
247 319 80657
247 568 35963
247 577 11854
247 642 58180
248 595 62709
249 278 93794
249 617 52143
250 790 14709
250 818 96645
251 535 35723
252 790 59694
253 313 43562
253 488 80559
253 822 44680
253 841 42774
253 866 95177
254 727 21444
255 609 50374
256 341 17304
257 436 13172
257 573 90946
257 592 667
257 644 30324
258 711 82265
259 524 51903
260 552 99069
261 448 47097
262 829 4310
262 906 9594
263 347 44136
263 364 5407
264 275 48103
266 443 73191
267 909 52588
268 548 92809
268 745 25485
268 868 10927
269 908 28991
270 362 65157
270 799 86095
273 300 28634
274 314 62013
274 456 93332
275 526 20617
275 545 48402
275 622 16741
276 494 31696
277 354 72348
277 432 28136
278 293 54328
278 853 66473
279 410 34939
279 883 37642
280 849 54871
281 571 27009
281 777 75624
282 303 61640
282 533 44773
282 669 26164
284 789 5245
285 597 88567
285 604 62194
285 893 92943
285 912 4913
286 312 62522
287 752 47576
288 414 3330
288 515 95041
288 655 41471
288 786 20268
291 842 78434
292 320 99428
292 425 87073
293 316 89718
293 668 85520
293 713 48904
294 339 35164
295 559 17539
295 603 30571
295 796 45411
296 749 91415
296 796 47365
297 322 17624
297 720 44333
298 526 97802
299 871 41630
300 664 6900
301 708 71027
302 524 412
302 551 24976
302 554 9857
302 646 55667
302 759 96436
302 895 3646
303 679 24927
303 908 96799
304 452 36628
304 697 45365
304 871 9022
305 645 75751
307 437 54133
307 631 56802
308 425 21937
308 546 48197
308 844 17589
309 428 39690
310 502 51446
310 685 93150
310 879 91907
311 385 45718
312 879 78522
313 669 2748
314 631 43774
315 903 3066
316 353 58207
316 386 61666
316 698 5918
316 864 15374
316 896 16729
317 332 12855
318 670 64021
318 812 26956
319 658 64844
319 692 11765
320 614 46664
320 851 52521
321 520 34401
322 345 29137
322 774 69800
323 753 42252
323 774 1114
323 775 66532
324 636 10
324 810 87193
325 718 67375
325 734 1963
326 612 55984
327 589 91620
327 663 445
328 561 12766
329 574 58479
329 690 61995
330 449 82641
331 752 9392
332 610 52317
332 773 50847
332 852 57491
332 855 30342
333 909 72923
334 790 89997
336 352 19729
336 769 66946
337 672 59869
338 627 75590
339 774 10690
340 419 66357
340 453 34198
340 498 7245
341 359 23869
341 412 23528
341 463 22233
341 790 73859
342 582 40257
342 611 97073
342 658 58350
343 908 20472
345 374 76402
346 538 35587
346 825 92263
347 532 96563
347 906 60252
348 798 64853
349 504 68850
349 559 73402
349 575 21503
350 631 13850
351 768 40554
354 577 29802
355 628 80196
355 790 92492
356 466 12351
357 673 37463
358 651 11110
358 761 41009
359 587 60361
359 817 7928
360 397 9938
361 526 2520
361 718 64138
362 446 14538
362 876 71179
362 882 27549
364 495 41077
365 643 49328
367 834 40708
368 500 51200
368 559 5158
369 674 45857
369 765 92356
370 613 76941
370 696 46292
372 469 66924
373 424 43362
373 746 81704
373 905 26252
374 471 60876
374 512 77839
377 622 21679
378 399 12292
378 741 85959
378 774 70664
379 480 49588
379 569 27096
379 648 83073
381 495 64505
381 504 31653
381 864 15780
382 434 40035
383 478 95769
383 768 32623
383 819 77958
383 864 51535
384 849 94994
385 723 18449
387 630 52895
387 710 53234
388 766 92382
389 401 56007
389 722 31210
390 543 60872
390 623 44053
390 732 55191
391 788 7934
393 699 91348
393 775 83781
394 436 40798
394 757 55965
395 533 69116
396 416 39025
396 894 38575
397 686 78640
398 828 90887
400 423 12809
403 628 20380
403 694 50543
403 831 78250
404 655 71346
404 660 62711
405 551 65712
405 620 34116
405 679 26342
405 839 58013
406 510 58928
407 823 36133
409 463 19207
409 838 35981
411 556 14685
412 578 45795
413 691 20378
413 711 64737
413 760 5405
414 530 94973
414 758 76310
417 615 74730
417 856 58182
417 896 40875
418 469 80104
418 499 32606
419 657 53521
420 804 74705
422 423 52929
423 454 97395
424 701 32208
426 663 4198
426 822 90870
426 877 30679
427 561 38611
428 582 37673
428 760 24998
429 715 45011
429 739 84588
430 715 63433
431 667 51984
431 840 48862
432 678 51061
433 556 49368
434 510 79838
435 625 36602
436 612 32279
436 734 12841
436 783 43464
436 909 39585
438 740 15790
438 750 74670
440 820 69759
440 854 54084
443 645 30055
443 705 26231
443 763 10608
444 643 13679
444 885 32951
445 688 55294
446 556 31567
447 893 68612
448 546 45338
448 550 95607
449 629 22628
449 673 14178
451 586 2314
452 693 24194
452 700 46922
455 764 45752
456 472 75896
456 627 48677
457 476 48715
458 472 9794
459 682 36459
460 779 153
460 869 21106
461 476 38829
462 852 86570
463 549 26356
463 707 14945
463 754 15959
464 903 39413
465 674 78208
466 751 31533
466 892 59918
470 597 71393
471 654 22628
473 727 14490
474 685 6988
475 583 40427
476 526 10530
476 626 37722
477 822 5215
477 849 66459
478 531 62949
479 511 47411
479 824 9492
481 691 63478
481 736 33148
481 855 84267
482 774 1740
486 767 29399
487 860 83894
488 640 85018
488 882 16986
489 610 38641
490 892 78016
491 906 17837
492 751 30402
493 836 79629
494 687 42287
494 828 78336
495 529 9444
495 723 38200
496 662 41389
496 864 29076
498 826 89456
501 523 28770
504 534 5571
505 600 60518
506 511 89841
506 678 24640
507 565 61928
507 694 92794
508 864 94731
508 884 8148
509 729 78274
510 884 85316
511 768 89277
513 630 46529
513 849 84441
513 850 49391
513 886 4268
514 647 53577
515 678 87782
515 834 96511
516 747 55879
517 607 56575
518 785 24917
519 665 58586
520 555 39389
520 718 3841
520 796 1405
520 874 63979
521 683 45758
522 523 40948
525 606 41412
528 683 88801
531 768 13004
534 689 39719
536 634 2196
537 738 4337
537 766 66750
537 808 80765
539 809 20805
541 647 7069
542 665 23831
542 864 12415
543 556 81401
543 680 2644
543 893 28104
545 635 88769
545 739 30736
547 590 36892
547 605 2947
547 618 83904
547 703 92952
550 657 7363
550 862 53176
552 609 6298
553 572 85299
554 772 59594
556 599 632
556 770 58171
556 843 6483
557 760 31256
557 870 19858
558 887 26574
558 894 45105
559 848 62055
560 673 49973
561 620 54865
562 876 21068
564 762 23129
564 904 12720
565 681 10506
566 619 29411
567 731 2542
567 902 86086
568 734 84304
570 671 70886
571 673 95664
571 719 91536
572 729 66286
574 678 25966
577 585 92846
578 583 28782
578 699 54808
580 823 20815
581 808 12472
582 869 3031
584 646 15299
585 646 83946
585 750 86326
587 672 20228
587 805 49556
590 833 68098
591 809 93815
591 881 15876
591 894 8644
593 774 12644
593 803 8534
594 841 75438
595 638 45178
595 721 60987
595 784 33206
595 813 85597
595 830 16873
596 639 27687
598 639 36888
598 671 80008
599 782 20227
601 675 95025
601 749 62590
601 811 93107
602 688 74056
603 746 5820
605 719 36534
606 791 72957
606 792 55484
607 719 65501
607 791 95889
608 836 83119
610 626 14738
611 634 7610
612 785 50003
612 836 93081
613 857 57883
614 687 40144
616 676 42239
618 696 12209
618 846 24720
619 747 47860
621 765 24686
622 712 18214
624 794 60189
625 671 31486
626 634 59807
626 889 82489
627 732 29424
628 890 2094
630 637 56952
632 911 59525
633 767 84818
636 756 75157
636 858 35874
637 656 46717
637 885 70202
640 810 94705
641 646 7349
641 771 24321
641 891 80263
645 858 81496
646 769 18029
647 657 79309
650 805 64478
651 698 19958
653 673 83777
654 880 10919
657 665 97274
657 673 47088
658 816 78855
659 707 22532
661 885 67164
663 749 14744
663 756 63261
666 873 79692
667 740 49261
668 767 95750
670 864 63147
670 888 20287
671 683 20058
672 785 92768
673 699 49538
676 725 83179
676 828 30324
678 744 56699
680 781 51318
681 692 23989
682 878 55600
684 868 21327
689 789 69881
689 871 4185
691 848 10152
692 819 54567
693 704 63539
696 855 93816
700 805 14887
702 847 10973
706 723 96188
706 827 56205
706 896 36363
707 902 36421
708 788 62503
711 832 54657
712 824 1492
714 766 31702
722 828 3093
726 795 71259
728 794 70668
728 873 11211
731 867 89659
733 775 4760
737 811 18483
738 890 10056
746 862 95757
752 906 94320
758 896 39337
758 898 5306
759 903 31163
760 830 53991
760 842 84167
770 863 93030
774 783 6426
777 795 27588
780 852 71914
780 907 46764
782 897 10083
783 899 85154
783 910 74044
794 890 44606
795 869 44407
797 843 33445
799 907 85045
807 881 87265
808 842 22311
808 861 69715
812 865 86975
820 904 83636
821 847 68298
824 866 84971
835 906 46599
839 860 7039
859 881 94017
864 896 85029
867 903 65406
878 908 51490
522 960
1 2 5 6 7 8 9 10 11 12 14 15 17 18 19 23 25 28 31 33 35 36 37 41 42 43 46 50 51 52 53 54 60 62 67 69 71 72 73 75 76 77 78 79 80 81 82 83 84 85 86 90 92 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 121 123 124 125 126 127 128 129 130 131 132 133 137 141 148 149 151 152 155 157 158 159 162 163 164 168 172 173 178 183 184 187 188 189 191 194 196 197 199 200 201 202 210 215 218 220 222 223 224 225 230 234 239 241 242 243 244 249 251 253 254 255 259 260 261 262 263 264 265 266 269 270 277 278 283 286 287 288 290 291 293 297 298 303 304 306 308 309 310 313 319 320 321 324 325 326 330 331 332 333 343 344 345 346 347 348 349 352 353 354 355 356 357 358 359 360 362 364 367 368 369 370 372 374 375 376 377 378 379 380 381 383 384 385 386 388 391 393 397 405 406 410 411 413 417 422 425 427 431 433 437 439 441 442 444 445 446 447 449 450 451 455 456 457 460 461 462 463 464 465 469 470 472 473 474 475 476 477 479 480 481 483 484 485 487 488 489 493 495 503 504 510 511 512 513 515 517 519 522 523 524 526 528 532 533 534 539 540 542 545 548 549 554 555 556 557 559 560 561 562 563 564 565 567 569 570 573 576 577 578 579 580 581 582 583 584 585 587 588 591 592 593 594 595 596 597 598 599 600 601 603 610 612 613 614 615 617 626 627 628 629 630 632 633 634 638 639 640 642 643 645 647 648 649 650 651 652 653 655 660 661 662 663 664 666 667 668 669 670 671 672 673 674 675 676 678 679 680 681 689 691 692 693 694 696 697 698 699 700 701 702 703 704 705 706 707 708 709 710 711 712 713 714 715 716 717 718 719 720 721 722 723 724 725 726 727 735 736 739 740 742 743 745 747 748 750 751 752 753 754 755 756 757 758 761 763 764 765 766 767 768 769 773 774 776 777 778 779 780 781 785 788 789 791 793 795 797 799 802 803 804 805 806 807 808 809 811 812 814 815 816 817 818 819 820 821 822 824 827 828 829 830 831 832 833 834 838 839 840 841 845 846 847 848 852 853 856 860 861 862 863 865 867 868 869 876 880 881 883 887 888 889 890 894 895 896 897 899 902 903 905 906 907 908 910 
870 442
67 862
178 421
759 888
867 123
463 873
152 646
560 684
295 667
882 408
661 830
268 26
44 49
814 691
605 346
247 578
803 330
544 69
750 406
60 704
528 538
680 679
271 327
450 565
82 435
76 758
352 343
783 411
407 684
189 115
133 452
693 24
781 340
108 634
745 183
441 360
736 224
142 110
551 607
690 648
129 765
509 496
211 379
907 617
167 199
731 315
666 527
338 550
866 461
271 698
659 727
161 498
39 302
607 605
908 400
356 140
252 864
636 478
330 646
182 496
860 17
811 630
559 252
267 513
729 554
314 491
368 475
77 406
792 699
98 788
187 453
15 454
404 666
20 750
415 217
349 363
233 263
80 808
515 362
408 347
3 737
837 371
299 17
776 179
716 890
70 6
446 100
459 866
766 478
703 284
695 155
662 31
418 741
838 36
207 349
382 209
174 322
579 488
339 459
682 158
452 751
163 1
867 621
866 736
187 672
107 897
827 769
15 348
613 853
383 819
305 764
116 478
189 710
70 543
272 751
700 739
606 862
740 576
587 693
399 789
469 505
773 383
361 803
730 78
759 216
896 152
83 115
645 271
841 714
814 216
569 601
43 278
567 782
853 257
562 339
133 134
859 9
532 324
811 365
401 674
580 400
825 662
531 573
21 459
391 834
674 63
538 716
340 208
601 280
464 267
634 612
400 596
620 20
7 535
384 407
296 52
823 224
713 441
812 749
3 290
686 692
352 312
512 691
535 200
74 103
466 723
714 866
407 438
885 429
60 372
852 371
423 762
610 240
306 509
76 308
799 762
87 254
177 598
49 727
798 138
829 367
877 631
320 371
156 308
799 231
696 738
601 222
603 298
461 908
822 553
303 724
418 406
66 594
107 130
408 8
267 341
375 231
59 710
617 214
122 520
460 817
345 148
126 52
461 587
47 370
243 366
182 660
771 263
357 877
392 780
885 674
208 363
905 266
160 625
495 281
232 42
185 593
205 311
644 665
1 690
139 259
143 336
6 17
598 362
910 93
229 898
766 453
348 758
718 523
471 317
804 702
358 92
398 579
418 129
331 434
819 485
692 65
820 713
98 505
162 111
597 407
96 451
875 459
312 680
85 798
100 888
604 474
84 89
140 517
218 486
39 140
59 746
220 878
547 333
471 724
443 171
234 538
621 196
100 37
892 185
834 79
176 541
552 275
630 691
792 863
281 830
90 339
663 325
304 297
658 774
125 188
49 358
742 685
554 857
721 533
129 659
627 321
287 267
595 20
61 474
882 341
407 75
695 174
400 87
486 161
876 610
348 12
56 193
697 625
138 505
261 282
267 887
602 570
257 301
589 334
790 575
690 285
665 473
474 168
559 47
328 522
673 692
550 728
884 334
456 109
854 716
407 209
706 96
794 51
412 486
384 290
148 177
590 813
649 167
84 311
213 412
849 885
191 486
716 178
819 275
287 760
78 709
72 784
804 865
850 320
455 337
625 602
513 318
518 266
484 602
576 696
117 512
685 323
85 504
500 7
779 802
767 872
598 854
759 506
823 712
825 365
136 553
70 665
870 604
18 441
309 593
240 425
209 12
763 293
532 350
300 414
256 170
373 853
127 236
462 37
35 390
417 171
30 487
851 899
194 868
443 502
548 683
14 756
710 776
153 329
229 468
758 484
637 235
441 763
470 6
816 520
396 336
706 441
838 644
428 119
599 886
620 251
656 649
110 454
512 262
798 757
745 644
344 469
878 784
336 435
790 255
42 289
590 748
729 516
479 260
650 182
234 358
432 889
94 541
446 622
819 332
482 651
63 825
224 28
697 559
478 590
829 519
894 506
370 710
125 865
74 775
134 323
236 581
299 345
209 761
54 131
180 535
798 242
464 109
285 264
683 762
853 599
384 850
208 770
647 349
722 736
227 871
146 462
539 461
806 763
309 876
894 488
514 795
745 65
903 133
328 689
894 284
391 381
221 598
254 884
34 63
707 260
37 853
737 575
417 631
442 725
610 439
316 211
321 148
276 311
296 603
103 277
887 493
673 211
178 15
182 228
93 905
503 130
861 344
720 365
78 249
177 687
703 492
897 111
655 260
437 38
879 539
330 869
119 106
167 313
120 349
556 229
357 162
374 305
505 197
669 582
462 845
356 252
440 341
363 198
616 799
235 582
442 580
538 576
685 721
888 821
173 547
153 529
725 526
833 317
722 589
3 271
537 374
523 80
730 901
277 450
787 527
119 332
194 673
908 894
497 899
802 669
534 58
301 346
583 221
678 409
825 696
679 465
174 305
544 903
293 836
440 184
450 575
515 659
351 510
640 847
497 546
619 134
603 7
495 274
227 276
698 155
60 464
619 233
785 266
239 165
189 695
364 638
373 879
384 739
492 127
673 92
672 395
241 379
401 751
668 643
115 453
797 190
4 519
422 804
784 676
73 76
474 436
713 846
418 200
672 14
342 448
121 102
842 362
480 330
200 251
76 314
703 888
503 722
494 28
614 381
720 686
456 281
209 272
231 627
471 6
656 829
470 776
34 399
225 529
745 441
779 820
770 569
812 377
378 393
420 79
774 227
764 317
524 77
605 770
703 179
791 462
95 348
325 128
747 566
656 595
94 522
518 863
178 417
343 556
826 763
650 687
93 502
107 616
578 727
489 384
906 368
845 88
715 257
232 565
838 887
263 19
497 797
898 690
317 328
349 230
194 87
20 287
588 143
6 269
869 495
652 862
878 600
54 696
872 285
365 798
259 643
832 771
527 817
549 844
249 897
161 458
87 181
744 674
323 766
46 279
364 697
245 329
400 298
128 360
582 492
261 840
223 180
715 765
101 351
696 365
351 857
822 438
141 670
215 479
523 261
773 886
61 105
318 461
402 445
836 87
41 184
15 279
363 745
131 463
183 843
843 549
787 753
90 31
510 305
509 136
581 385
125 641
490 442
205 907
902 128
82 46
327 112
340 690
856 471
256 142
401 187
690 291
43 780
337 568
188 861
703 768
333 843
512 822
388 717
817 393
860 2
439 275
113 778
68 56
352 339
197 768
541 902
162 583
785 498
238 60
462 44
843 795
902 443
720 377
263 640
770 226
641 312
500 769
177 583
824 545
10 124
416 550
114 578
221 2
179 474
62 641
534 8
539 523
466 362
900 728
90 773
42 746
172 557
603 348
228 530
908 237
654 412
802 783
93 126
784 287
600 861
31 237
869 569
759 438
19 762
254 124
622 311
885 793
867 575
245 198
193 256
450 862
683 340
732 775
465 619
166 168
568 196
404 540
781 267
65 815
116 334
26 754
660 14
634 615
589 894
828 797
238 366
762 24
705 597
799 257
303 68
425 886
263 844
529 131
198 610
33 330
31 74
171 691
88 820
409 692
802 324
592 143
705 441
166 497
125 68
770 443
135 298
417 414
229 49
560 427
658 609
772 689
698 30
483 785
849 907
580 754
318 259
912 111
715 166
623 839
249 480
386 400
793 802
813 110
850 460
552 596
172 411
388 870
456 886
758 392
880 426
250 301
700 249
427 519
430 138
445 679
633 830
182 514
735 82
639 689
557 278
388 729
704 791
702 247
764 547
654 731
76 903
135 776
240 562
382 685
699 842
467 435
776 648
36 614
745 674
390 406
55 777
222 758
655 11
92 522
573 746
340 649
752 491
528 95
140 909
780 854
854 334
376 717
86 412
435 830
189 824
323 244
705 560
105 463
586 213
73 247
62 428
911 813
6 526
12 145
522 791
86 479
228 478
300 329
889 734
263 181
645 585
440 453
249 545
4 850
773 76
184 834
503 198
750 525
723 777
685 348
671 787
827 3
352 214
331 344
35 593
524 695
282 52
236 530
612 239
467 488
330 667
409 848
864 262
460 675
143 249
110 813
123 40
815 474
253 234
817 303
842 428
86 211
495 337
756 194
591 327
681 24
97 193
871 48
471 435
738 613
683 864
513 805
7 432
366 260
665 286
578 610
713 663
821 312
103 680
521 693
94 306
716 190
514 691
254 72
213 95
700 911
62 317
819 69
748 288
344 516
573 9
213 389
688 137
700 790
833 309
587 14
614 390
220 231
184 489
319 412
599 106
410 661
438 316
745 289
603 176
820 279
200 137
668 887
273 455
765 193
779 455
223 496
860 458
727 132
34 133
543 632
238 57
396 692
372 228
84 79
419 904
357 619
128 112
609 416
583 477
625 449
19 847
33 879
392 759
98 441
891 656
176 232
712 572
27 188
815 111
266 338
102 638
60 245
766 668
660 436
233 372
900 267
322 36
233 729
794 346
257 788
90 433
124 801
108 150
92 10
260 373
347 377
99 406
621 880
178 369
419 426
756 406
692 166
