99955 197910
249 48346 6
249 90580 21
251 866 61
251 24399 67
251 99870 36
252 93160 82
252 96589 88
253 94829 30
254 15150 61
254 89405 57
254 99654 95
255 5316 73
256 55393 63
257 40930 40
258 14900 28
258 87460 58
259 32087 48
259 83775 34
260 42651 81
260 60491 71
261 30825 87
261 99846 25
262 37257 73
262 38932 9
262 44955 49
262 76036 41
263 13655 20
263 95796 45
264 26745 97
265 27938 59
266 18934 61
266 41464 72
266 41906 39
266 44217 66
268 46125 87
268 70855 90
270 16787 1
270 96435 59
272 93121 93
273 25885 79
275 88050 51
276 68934 57
276 72852 47
277 33510 74
279 4784 8
279 5971 87
279 14094 38
279 98955 29
280 31001 12
280 47681 68
280 81639 3
281 16640 43
282 1231 99
282 13713 97
282 32313 100
282 34408 50
283 18503 79
283 55793 89
284 19366 81
284 97249 67
286 14595 56
286 95848 37
287 59759 94
287 75890 65
288 32635 80
288 50100 19
289 81742 41
290 20714 71
290 36289 85
290 90331 91
291 27195 64
291 29099 92
291 56843 87
291 57748 77
293 11316 8
293 18646 39
294 28902 45
294 76487 80
295 27885 65
295 29865 62
295 64302 62
296 39185 27
296 69190 80
296 88997 77
298 1184 55
298 85215 71
299 67525 29
299 76286 60
300 49378 64
300 66930 52
300 68019 61
301 71475 25
302 76548 80
303 7513 22
303 95589 73
304 42331 40
305 13174 18
305 47921 32
306 18606 88
306 27216 67
306 39093 100
306 69040 81
306 92517 38
307 1742 84
307 17147 24
307 29840 62
308 44345 21
308 61262 97
309 51361 5
310 20281 21
310 42984 67
311 94074 71
312 49153 10
313 13943 40
313 84354 17
314 585 52
314 75803 56
315 25203 2
315 59676 39
318 7467 22
318 8339 69
320 17847 16
320 70634 59
320 85749 20
321 21086 12
321 41103 55
321 41160 2
321 41256 89
322 56634 45
322 56864 62
322 59394 30
322 92918 43
323 80397 27
325 6701 100
326 57759 78
327 3121 76
327 67000 44
327 83084 20
327 84534 30
328 2703 26
329 24836 46
329 73348 14
329 75716 80
330 45162 66
330 48007 5
331 10385 46
331 14723 37
331 25726 18
331 27838 27
332 5644 95
332 13311 78
332 17996 73
332 23277 96
332 39253 52
332 95344 47
333 26413 29
333 66806 84
334 10026 88
335 9364 26
335 75839 97
336 98239 17
337 37185 35
337 38892 84
337 82100 65
337 98953 39
338 41712 24
338 44370 27
338 91703 7
339 8318 90
340 12899 15
340 89288 66
341 16664 78
341 98978 20
342 21282 52
342 27714 19
342 41196 75
342 99243 26
343 14000 39
343 77167 46
344 87624 2
345 3514 79
345 16986 20
345 67259 77
345 87293 55
347 16420 28
347 63703 35
347 92859 76
349 52027 28
351 21843 27
352 92838 28
353 9554 59
353 14487 85
354 30528 100
354 68784 47
355 55064 64
356 6371 9
356 42498 27
357 50745 85
357 76447 14
357 83150 24
357 96089 47
358 20477 8
358 94654 3
359 51717 8
359 60811 50
359 84064 95
360 24933 2
360 24981 60
360 26465 7
360 30524 48
360 75846 79
360 85919 3
361 15656 99
361 63983 40
361 86085 40
362 40602 25
362 53091 3
362 78642 81
363 18785 77
365 26370 71
365 73732 5
365 95935 28
366 48022 19
368 83586 48
369 2634 13
369 21123 23
369 78816 83
369 84562 63
370 39730 23
371 9296 48
371 80802 100
372 22149 87
372 66192 37
372 94077 46
373 62717 77
373 89741 100
374 17827 64
375 67346 43
375 73913 14
375 92278 68
376 78560 5
377 23871 17
377 86300 80
377 93330 74
377 96311 74
378 3311 59
378 65163 23
379 48332 18
379 79190 36
380 41629 50
381 4508 96
381 7045 97
381 32072 69
382 14664 53
382 72848 89
383 24686 53
383 71773 19
383 98324 33
384 38778 21
385 4084 67
385 6161 9
385 7325 37
385 21624 82
385 72728 15
385 81731 40
386 14045 86
386 56036 8
387 2393 92
387 42012 26
388 92756 19
391 7333 64
391 58825 81
392 42564 57
393 9416 39
393 50840 14
393 88020 59
394 14437 8
394 40071 34
394 82484 64
395 60763 15
397 3277 86
397 41417 18
397 46387 61
397 56796 79
398 10329 32
398 59353 95
400 55051 72
400 64334 56
401 91631 85
401 93317 66
402 65749 50
403 41948 87
404 83507 2
405 55595 4
405 84684 75
406 82762 41
407 7119 27
408 43751 82
408 67698 14
409 56812 40
409 72824 57
409 73190 1
410 59509 53
410 84441 27
411 77898 28
412 40320 67
412 94757 88
413 11920 66
413 18276 15
413 58736 66
414 15688 71
414 16340 19
415 56987 69
415 62656 32
416 20677 70
416 49852 83
417 34128 41
417 94854 5
418 23693 57
418 34000 21
418 48488 78
418 73520 77
418 82872 30
420 5917 68
420 20224 65
420 67533 91
420 86807 66
422 10718 75
422 48989 28
423 33612 69
423 84389 10
424 27729 98
424 83460 58
425 40435 80
426 23195 29
426 63875 17
427 13752 58
427 41440 71
427 44362 53
427 55706 4
427 91895 27
428 63603 22
428 89828 23
429 90599 96
430 995 69
430 13117 26
430 57880 7
431 17442 34
432 14775 55
435 6771 80
435 38250 67
435 77197 86
435 80635 39
436 20169 11
436 46734 19
437 7071 52
437 32709 42
437 51096 13
437 84217 38
439 29375 28
439 43288 50
439 52383 97
440 28990 41
440 57473 21
440 68754 75
440 72205 18
441 4408 77
441 23058 84
441 43151 51
441 48933 54
441 50594 92
442 30012 69
442 48760 89
444 7178 83
444 29053 50
444 48322 20
444 68029 91
444 99003 38
445 31802 93
445 56300 65
445 88587 33
446 38671 73
446 45869 85
446 50100 88
446 63926 75
447 91401 46
448 4586 48
448 33799 81
448 58784 24
449 57718 37
449 75516 84
450 9856 55
450 55809 65
452 13489 63
452 20205 61
452 53637 71
452 60604 62
453 72044 83
453 94997 77
455 92656 98
456 39222 49
456 45681 32
456 46048 10
456 54241 15
456 95457 17
457 22818 20
457 23195 57
457 46153 80
458 18343 31
459 58018 73
459 63815 50
459 67105 82
460 19333 52
461 3282 7
461 39329 84
461 72467 26
461 78414 57
461 80454 26
462 5273 1
462 38153 41
462 63241 25
463 47442 14
463 51935 97
464 15955 26
464 25996 4
464 87140 58
465 82712 87
465 95750 25
466 5211 58
466 38490 100
466 82608 96
467 22915 29
467 32379 23
467 92103 60
468 47975 95
469 52252 9
469 85886 95
470 33904 56
470 55260 77
471 82148 95
472 1270 90
473 45681 56
474 73842 72
477 8547 42
477 12498 37
477 81017 66
477 82360 15
477 96410 60
480 1878 68
480 81211 47
482 17643 38
484 7631 26
484 10249 92
484 97688 55
486 54487 9
486 61281 87
486 73550 25
486 74458 70
487 820 8
487 12476 38
489 36231 21
489 61766 46
490 38327 13
490 39714 56
490 46565 85
490 48139 98
491 26802 29
491 90783 54
492 9783 21
492 12506 36
492 14355 42
492 20114 92
492 42046 24
492 44063 16
493 38631 30
494 48014 63
494 65799 54
494 94531 91
495 36680 51
496 14591 98
496 19196 14
496 38187 88
496 70198 18
497 64280 94
497 68287 83
498 89067 20
499 50479 9
499 83877 43
500 79542 8
501 6179 80
501 74652 61
501 84566 64
502 68135 40
503 6608 64
503 32202 16
503 55511 64
503 71414 20
504 36647 94
504 90496 11
505 5330 4
505 43446 7
505 44711 49
506 30188 45
506 98136 8
507 29886 33
507 51629 24
507 71145 23
508 41998 86
508 62676 33
509 73540 4
510 47736 76
512 52212 90
513 58927 76
514 68651 49
514 90533 38
515 18119 88
515 41964 66
515 51013 62
515 94876 85
516 8392 7
516 65730 18
516 78028 76
516 93736 71
517 36660 12
518 36206 94
519 74583 80
519 88833 24
520 16663 38
521 48740 92
522 20748 3
522 63789 60
523 26090 83
523 45430 18
523 63098 50
523 67655 40
523 78952 83
523 90268 5
524 43317 14
525 11514 88
526 4593 18
527 6000 65
527 25692 16
527 86651 19
528 44590 28
529 43484 32
529 57036 77
530 28106 87
530 33991 84
530 41873 27
531 25684 74
531 33293 53
532 7108 28
532 47866 55
532 69429 70
532 92925 6
533 7 2
533 91231 70
533 91455 24
535 16609 10
535 31116 37
535 33138 31
535 80441 92
537 3845 62
537 5431 10
537 85006 70
538 50559 90
538 58379 24
538 72550 83
538 81638 31
539 29609 95
540 4804 15
540 37376 95
540 46184 52
540 70700 19
540 76730 58
540 77817 50
541 17630 22
543 80551 9
545 35670 3
545 39275 1
545 56757 2
545 61751 37
545 80752 42
546 2032 7
546 6778 61
546 7426 50
546 34088 85
546 65762 33
546 70949 47
547 38883 9
548 59176 18
550 12020 93
551 77077 38
551 93511 89
552 9830 44
552 16022 39
552 50408 83
552 62288 85
553 26376 6
553 47803 49
553 87524 43
554 7909 93
554 14542 70
556 76288 17
558 32605 50
559 84419 95
560 11281 15
560 41612 93
560 81097 24
561 36427 50
561 53103 7
564 823 3
565 20411 34
566 1213 92
566 53120 9
567 60987 71
568 4222 94
568 65679 18
569 21193 13
569 75787 50
570 45085 37
570 50075 78
571 21564 37
571 97008 14
573 6367 7
573 46056 3
573 68640 5
573 91865 99
576 39935 13
576 98774 5
578 9054 62
579 52511 35
580 57846 84
581 14037 70
581 65746 78
581 80422 74
582 40871 58
582 47331 75
583 3385 18
583 54301 3
583 61048 52
584 24703 34
584 75745 40
584 79999 94
584 93587 35
585 70397 83
586 21581 83
586 80250 89
588 15110 65
588 23644 53
588 47903 87
588 89387 74
589 22916 4
589 58612 100
589 70616 27
590 13175 69
590 51296 39
591 9217 48
591 26484 12
591 66299 14
591 81371 73
592 7739 5
592 18587 92
592 30790 15
592 43010 73
592 83438 100
593 18376 93
593 40067 53
593 64486 66
594 3293 40
594 34634 99
594 47917 59
594 55756 68
594 85981 51
596 93896 77
597 12644 97
598 90013 37
599 29423 88
600 8903 71
600 53124 18
600 56444 42
600 93619 33
601 29809 31
603 34166 55
603 58491 85
603 62392 11
604 14398 98
604 32436 2
604 89459 19
605 55353 14
605 82058 74
605 85733 33
606 44576 75
607 84079 91
607 84088 18
608 44291 25
608 77381 32
610 19188 63
611 12957 13
611 61025 32
611 64814 33
611 65131 19
611 84085 88
611 97112 92
612 36210 4
612 74156 11
613 35905 66
613 38979 84
613 88645 77
613 96840 80
614 22104 16
614 43436 24
614 68892 3
615 21473 76
615 26874 81
615 62596 36
615 74429 45
616 12940 87
616 31064 14
616 38604 75
616 48632 74
616 85936 93
618 73857 28
619 38720 28
619 98439 50
620 9894 70
620 43376 69
620 49308 56
620 59035 13
621 5894 22
621 9158 22
621 50275 96
622 45850 15
622 60550 99
622 81368 92
622 98711 32
623 10079 19
623 28571 55
623 88344 42
623 92249 26
624 3823 45
624 94221 71
626 71078 69
627 13074 34
628 5864 71
628 11152 82
628 86167 10
629 16201 76
630 68799 49
631 36721 84
631 39107 6
632 2474 21
634 23424 75
634 48093 30
634 91834 56
635 94449 49
636 35351 20
636 58475 79
637 33135 88
637 77330 19
638 17996 73
639 25054 41
640 43923 50
640 96374 3
641 5160 40
641 17690 51
641 60756 2
641 61362 47
641 74628 62
641 78817 46
642 63268 20
644 5117 96
644 16392 45
644 17108 89
644 61161 46
645 48179 71
647 5098 60
647 84550 90
647 95365 26
648 965 98
649 4048 23
650 5781 19
651 12993 89
651 63062 74
652 5869 47
653 81331 77
653 95444 42
653 97373 67
654 415 40
654 24284 27
654 61281 10
655 30033 7
655 69735 67
655 87570 89
656 97088 61
657 23187 26
658 1931 36
658 4529 45
658 9667 39
658 21765 18
659 43207 81
660 2608 36
660 17670 90
660 42735 87
661 3711 23
662 42753 24
662 51147 95
663 25124 6
663 44941 100
663 70122 57
663 77026 67
664 63715 88
666 26498 2
666 32388 77
666 48744 29
667 78641 16
667 95551 98
668 26351 12
668 33805 97
668 47092 87
668 53570 37
668 70984 42
669 84930 40
670 54250 96
671 1441 92
671 34894 17
671 75946 92
672 20298 49
673 44700 85
673 53136 67
674 22331 46
674 28059 33
674 91406 52
674 97640 65
675 28181 52
675 57590 6
676 36214 61
676 41100 80
676 73621 76
676 81703 61
677 42213 24
677 51518 23
677 60061 5
677 71554 12
679 86481 46
680 72345 29
680 97464 7
680 97762 30
681 55444 27
681 81848 79
681 86933 55
682 2028 80
682 45605 7
682 62412 72
682 65861 37
683 30280 89
683 94411 73
684 28286 17
684 43945 81
685 6586 24
685 61422 20
685 67787 1
686 7920 33
686 22090 18
687 747 14
687 5122 31
687 78889 7
687 88092 93
688 66786 5
688 68115 68
688 72775 93
688 85828 80
689 15114 96
689 50653 58
689 97546 1
690 74960 19
691 12002 31
692 48125 22
692 79987 53
693 20258 29
693 46985 60
693 67530 88
694 62289 7
695 97531 37
696 1000 55
696 47192 60
698 52547 32
699 47377 5
700 24673 88
703 68368 70
704 9721 67
704 9987 29
704 15583 99
704 49596 75
704 70421 31
704 73417 94
704 92801 60
705 98113 37
706 34489 69
706 57847 73
708 21124 80
708 36428 83
708 38986 72
708 44824 30
708 52560 92
709 64950 60
710 40451 16
710 47949 75
710 57560 34
710 76350 81
711 45763 63
711 47905 34
712 10963 35
712 16285 38
712 45729 87
712 48070 45
713 74575 25
714 18894 99
714 84045 84
715 47854 5
715 62108 68
716 65347 24
716 66138 6
717 9891 94
717 18093 6
717 70011 62
718 41773 99
718 70797 16
719 27293 24
719 64135 58
719 84229 91
720 5874 93
720 25726 14
721 17183 6
721 21207 67
721 31395 94
721 31621 58
721 36872 4
721 84774 5
721 99243 92
722 85069 84
724 84081 97
724 92323 2
725 29509 3
725 60394 50
725 60585 25
726 13653 90
726 43882 68
726 74630 50
726 87867 83
728 14536 30
728 46240 67
728 57194 36
729 15151 44
730 67431 94
730 77670 90
731 76933 32
731 77928 61
732 66436 1
733 79010 72
734 25539 60
735 99262 48
737 34977 20
737 53161 18
737 74633 94
737 75078 22
737 89772 61
738 28187 27
738 38086 6
738 90084 29
740 65560 80
740 97327 65
741 49108 56
742 8661 32
742 41055 81
742 83978 36
742 95320 52
743 5531 78
743 19753 31
744 18068 90
744 23086 15
744 36576 52
744 54931 23
744 67037 46
744 76616 84
744 94472 15
745 8295 93
745 64798 64
745 81877 13
745 91391 40
746 1155 44
746 18786 11
746 48122 11
746 85457 84
747 56632 52
747 72426 7
747 88382 49
748 34550 24
749 11880 93
749 18073 91
749 59570 48
750 2282 8
750 10962 23
751 41363 91
752 592 54
752 78743 79
753 8768 54
753 33135 63
753 87726 98
753 99333 64
754 62411 10
754 90206 59
755 30605 43
755 44032 32
755 46132 87
756 13674 49
757 56687 27
758 45077 46
758 62871 86
760 23666 86
760 35782 67
761 11044 37
762 15099 75
762 42299 35
763 2701 46
763 7234 97
763 10902 47
764 10129 75
764 20132 96
764 61164 65
766 5956 50
767 12485 75
768 11479 25
768 97130 35
770 27077 22
770 34766 73
771 58765 60
771 77260 10
772 58236 77
772 67963 87
772 97897 80
773 52994 27
773 69166 27
774 8560 94
774 14562 86
774 79246 5
775 15888 40
776 43993 88
776 62770 76
777 11153 65
778 17523 46
778 26569 13
778 70773 82
778 94266 49
779 78465 20
780 7390 36
780 21247 67
780 39820 55
781 53581 69
781 55340 40
782 61048 14
782 90910 68
783 20160 90
783 43959 1
783 77247 68
783 82805 34
783 98711 79
784 35792 53
785 97877 12
788 13462 55
789 49260 95
790 82045 17
790 83481 47
791 11203 80
791 86792 61
791 97876 47
792 4722 37
792 28414 84
792 34642 53
793 59842 52
793 72356 31
794 53575 1
794 73165 49
794 75570 86
795 19700 2
795 31851 80
795 41827 3
795 75103 26
795 78496 81
795 91136 31
796 85895 40
797 12244 69
797 94014 66
798 40889 78
798 62043 80
799 75045 17
800 63377 25
801 19380 73
801 23857 1
801 33949 24
802 8356 61
802 58130 68
802 75117 85
805 79259 80
805 80709 82
806 62495 85
806 73086 65
806 89657 34
807 20693 20
807 35233 46
808 28853 30
808 59291 37
809 78807 63
810 4687 47
810 80635 81
812 97270 19
813 7004 26
813 27834 21
813 44630 47
813 85611 91
813 88136 21
814 35121 77
815 51630 42
816 57675 45
816 59854 54
816 71957 49
817 77121 57
817 84766 83
817 90370 40
819 18900 66
819 80917 73
820 42766 60
820 66192 44
820 87680 76
821 26983 16
821 44708 82
821 58627 4
822 67680 62
822 88458 50
822 89200 22
822 90085 45
824 52847 26
825 8178 14
827 12844 34
827 38749 28
827 86736 30
827 93836 77
829 31240 83
831 16172 53
832 28688 99
832 51009 73
832 68598 22
833 64533 100
833 70018 55
833 97330 71
834 169 63
834 67321 72
834 82167 9
835 41202 60
835 45841 32
836 33304 80
837 20085 25
837 96654 43
838 15505 96
838 98934 78
839 88433 81
839 95749 25
842 4014 63
842 47055 86
842 66979 53
842 77557 45
842 89577 3
844 76254 85
845 11422 88
845 31783 3
845 44519 94
845 71484 58
845 91176 33
846 20400 6
846 25099 2
846 77612 26
846 96190 91
847 39309 29
847 52051 26
847 73865 17
848 16320 54
849 63120 98
849 67539 72
850 45774 64
850 61671 28
850 88559 83
851 86719 17
852 27726 99
852 55239 22
852 64086 77
852 67641 1
853 7192 81
853 50822 79
853 71877 63
854 49015 78
854 72590 91
855 75385 9
855 84591 71
856 32267 15
856 68232 34
856 89002 26
856 97500 90
857 25468 13
857 48917 62
857 57764 88
857 63377 17
858 17708 44
858 23585 36
858 46540 71
859 13107 72
860 80381 24
860 90231 1
860 99478 68
861 50016 22
861 86181 48
861 87136 99
861 96762 49
862 617 4
862 88790 42
863 35657 100
863 42854 93
863 87948 23
864 11413 38
864 48392 50
865 17426 3
866 4056 69
866 28280 1
866 44119 36
866 51986 7
866 71897 72
867 17387 72
867 46009 71
867 91153 34
867 99754 14
868 15990 49
868 30522 22
868 78529 60
869 30271 64
871 64508 11
871 81947 67
871 89434 63
871 99633 16
872 59379 88
872 73249 51
873 16047 6
874 81635 5
874 90521 75
874 93632 4
875 9642 56
875 59306 30
875 71832 83
876 45265 1
876 65728 86
877 8948 34
877 26522 61
877 43041 21
877 58161 97
878 47744 81
878 70619 86
879 8547 72
879 79901 14
881 16777 88
881 64362 8
881 76619 7
882 35739 70
882 49110 33
882 96899 42
883 15139 88
883 23819 69
884 5470 14
884 48178 2
884 73098 83
885 30957 52
886 10886 17
886 31325 69
887 36838 59
887 82600 47
888 45710 39
888 99703 57
889 29951 77
889 59042 80
890 82124 69
890 96985 68
891 8152 1
892 7182 10
892 14399 19
892 66927 70
892 75162 53
893 21259 66
893 90681 25
895 74547 78
896 91135 11
897 47226 17
897 93114 51
899 70836 11
900 91721 77
901 37565 96
901 94230 58
902 22154 54
903 92692 13
904 80420 77
905 62830 84
905 71250 49
905 85020 14
905 85084 67
905 96210 47
906 1162 33
906 53972 90
907 10603 97
907 82563 75
908 12778 48
908 63766 87
909 6640 89
909 85568 60
910 28341 78
910 51825 51
910 58278 40
910 95376 22
910 99135 83
911 32845 25
911 59843 58
912 19153 19
912 22400 2
912 40003 4
912 45457 41
913 41069 89
915 7596 45
915 69901 73
916 5962 42
916 29744 34
916 72824 96
917 5391 8
917 38828 73
917 50704 6
917 82034 37
918 52586 68
920 14325 66
920 42323 76
920 64340 20
921 36896 62
921 56679 93
921 62915 73
922 48751 51
922 86820 19
923 88716 69
923 89140 44
924 27597 28
924 29478 11
924 36986 90
924 60522 72
925 11614 28
926 11859 13
928 15507 73
928 16031 26
928 19067 15
928 38312 23
928 74526 44
929 19859 13
930 24291 6
930 67100 88
931 97922 65
932 12191 76
933 6822 12
933 28930 82
934 65137 54
935 27079 79
935 62063 12
936 16188 60
936 42511 45
936 72848 5
936 84620 89
936 88273 5
937 59101 39
937 60949 99
937 81149 50
938 13660 64
938 48217 13
939 38251 31
939 40543 80
941 16330 78
941 52213 13
942 42901 11
942 53314 54
942 53606 80
942 88370 99
944 6012 47
944 87120 66
945 17125 54
945 22916 54
945 75156 89
945 81961 82
945 85098 12
946 81832 90
946 83662 6
947 473 57
947 72916 52
948 61367 28
949 62150 19
950 89482 84
951 47107 51
951 87303 33
952 30721 58
952 45544 81
953 22420 89
953 60875 53
953 76276 61
953 80398 91
954 59918 96
955 15209 88
956 32615 62
956 38852 59
957 6072 3
957 22287 15
957 39217 27
957 80551 94
959 43275 6
962 22279 31
962 94113 24
963 51072 20
963 70900 97
964 50848 17
964 74691 62
964 87013 61
965 52933 11
965 81802 52
965 88466 35
965 97178 72
966 12490 95
966 66921 13
966 67615 63
966 71405 47
967 61682 27
967 79850 84
967 95211 36
968 42599 71
968 43652 56
968 90506 39
969 84389 100
970 44475 61
971 50037 96
971 81870 23
972 19635 42
972 60618 29
972 63161 39
973 21481 3
974 53632 76
975 77258 65
976 13690 80
976 71227 41
977 39721 69
978 67430 47
980 91883 33
981 56132 98
982 6048 13
982 44741 49
982 46484 6
982 71592 25
983 2023 36
984 79464 83
985 59839 8
985 94780 61
986 15036 67
986 51132 50
986 54487 83
986 83435 87
987 165 12
987 31441 70
987 36163 85
988 11412 3
988 24893 38
988 76527 94
989 28391 47
989 76692 71
990 32341 86
990 71626 38
990 74988 60
992 1378 45
992 29376 71
993 41796 15
994 9888 49
994 66036 99
994 69772 17
995 7333 17
995 12887 71
995 28319 15
995 39490 70
995 74249 7
996 31031 10
997 64494 82
