99953 151929
660 71812 10
661 40202 6
661 55764 2
661 68922 7
662 52552 4
662 62838 6
663 39379 8
664 36529 7
664 46843 3
665 38969 4
665 41762 4
666 41602 2
666 85154 6
667 71570 4
668 50303 4
669 66182 3
670 13707 9
670 36050 9
671 3867 6
671 29687 5
673 33415 8
673 39512 8
673 82371 8
673 84649 8
674 55763 1
675 54201 6
677 59756 6
678 621 5
678 15183 2
678 55001 1
678 86604 5
679 18013 2
679 35526 6
679 46365 9
680 57430 8
681 44509 2
681 86430 4
682 6284 8
682 33021 8
682 72660 6
683 42440 3
684 40395 1
684 65621 10
684 73178 1
685 56406 6
685 61809 3
686 9207 5
686 26898 5
686 91782 3
686 96930 10
688 41135 1
689 30250 10
689 84687 10
690 12629 10
690 27424 9
690 61899 10
690 96657 7
691 64727 6
692 72070 6
693 28310 9
694 68085 7
694 69180 2
694 99163 10
696 57788 4
696 59583 10
696 85361 9
698 34497 5
698 97887 5
699 10915 8
699 26857 2
700 67271 1
701 22897 1
701 47732 4
703 17716 2
704 52911 1
705 35067 2
705 50859 6
705 53271 5
707 4284 6
708 88745 9
709 13143 6
709 76882 8
711 64849 10
712 12471 5
712 33200 7
712 39863 9
713 36980 6
713 45594 4
713 52697 6
713 87211 3
715 39670 2
716 30330 2
716 33658 5
716 69669 3
716 92321 6
717 1423 4
717 1919 1
717 62125 2
718 6488 9
718 53540 9
718 59216 6
718 72907 1
719 21483 1
719 38650 9
721 56270 2
722 44484 3
722 48399 10
722 82902 9
723 8607 9
724 21579 7
724 31439 7
724 92135 4
727 24930 6
728 86490 7
729 10677 1
729 20349 3
730 17758 7
730 60524 6
732 53346 8
732 87310 2
733 24533 1
734 38752 1
734 86558 4
735 11408 5
736 70400 3
737 25250 1
738 18118 10
738 47812 5
738 78011 2
740 53231 10
740 61821 5
740 70558 7
740 71945 10
741 81901 7
742 22608 8
743 54381 3
743 92264 9
744 70360 9
744 79535 2
745 17229 9
746 59340 6
748 26997 10
748 68628 5
749 78794 1
751 80695 6
752 4380 5
752 65948 5
753 7339 2
753 74254 2
753 79261 4
755 80089 4
755 92518 2
757 27245 4
757 85644 9
758 89446 8
759 66656 8
759 67648 1
759 76570 8
759 96710 5
760 63548 2
761 46814 7
761 64097 9
762 95939 1
763 23100 9
763 27365 8
764 35807 8
764 58604 3
765 20233 8
765 35090 8
766 22226 4
766 90968 7
767 16779 3
767 48807 6
768 71416 1
771 17249 6
772 19841 1
772 31871 5
772 71329 2
772 71559 5
774 56079 8
774 61618 6
774 81272 10
775 39586 2
775 69031 9
775 72528 8
776 51682 9
776 79304 9
776 84916 10
777 63989 6
777 80113 3
779 39246 1
781 22374 5
781 78975 3
782 11684 3
782 13738 3
783 4231 10
783 4909 2
783 52210 5
783 76604 8
784 13542 10
784 43329 1
785 20640 4
785 58254 4
786 81722 6
788 91049 6
790 13652 1
790 54330 8
790 88973 2
791 57356 3
794 85927 2
795 59368 9
797 18398 8
797 31356 1
797 82877 10
799 24473 8
799 32752 10
799 50465 9
800 95699 6
801 13778 9
801 26480 6
801 52898 8
801 95340 10
802 6283 10
803 92589 1
804 17033 4
804 28436 2
804 84174 2
805 49985 6
805 89810 7
807 2617 1
807 49146 7
808 53785 9
808 61600 6
809 42983 10
810 61633 4
810 68309 1
811 5141 1
811 51431 3
811 88346 2
811 98586 3
812 70914 5
813 4946 1
813 34170 2
816 48794 5
817 40246 2
818 12458 9
818 88124 5
820 40755 10
820 62785 5
822 5327 3
824 18941 6
824 69408 4
824 80738 4
824 98082 5
825 13808 6
825 35540 8
826 91989 9
827 13909 8
827 21312 5
828 15579 7
828 99077 10
829 6787 3
829 83654 5
831 17257 6
831 66859 2
831 84251 10
832 37765 6
833 57191 4
834 32380 2
834 96561 8
835 30274 8
836 44116 8
836 87021 10
838 46564 9
838 66740 3
839 34538 1
840 13602 10
840 81299 7
841 85738 3
842 42092 4
842 98778 1
843 47359 10
843 85514 7
846 55390 5
846 88702 6
847 22936 5
847 37800 4
848 8438 4
848 16443 2
848 40970 10
849 56520 2
849 64351 1
852 53367 2
853 8887 6
855 10832 8
855 16575 5
855 36249 7
856 10903 4
856 12563 9
856 16751 1
856 17457 3
856 97516 8
858 26430 8
859 34531 4
859 51804 7
860 2519 2
860 20680 4
861 93346 8
861 99041 10
862 8824 8
862 16770 1
862 97100 1
863 77183 7
864 62919 9
864 92726 7
865 3793 3
865 69499 3
865 76548 2
865 87703 8
866 16021 6
866 21638 1
867 46260 10
868 19071 9
868 27499 4
868 45051 7
868 57246 6
868 76999 8
868 90558 6
869 45968 1
870 44979 8
870 66596 6
872 73628 3
872 74381 6
872 87345 5
873 31150 6
874 59065 4
874 62767 7
875 15058 2
875 82661 1
875 86233 6
878 90274 1
879 72605 3
880 3009 8
882 15526 8
882 64277 3
882 82588 4
883 90529 2
884 75980 8
884 86958 5
884 97731 1
886 73473 5
886 74923 7
887 23077 10
887 24307 3
888 42253 10
890 45520 7
890 77594 1
890 78158 10
890 88616 4
893 15202 1
893 33602 9
893 66683 9
893 76415 6
894 70277 6
894 90397 5
895 66448 3
898 718 1
898 12420 1
900 53599 4
900 54352 1
901 68902 9
901 78475 5
903 23528 5
903 46802 6
905 60765 4
907 24689 8
907 77750 10
907 80208 7
907 88917 7
908 674 6
908 5468 7
908 74667 1
910 50485 3
911 2354 7
911 8037 4
911 69919 4
911 74820 5
911 82928 6
912 26741 5
912 67601 8
912 80515 6
914 14283 4
914 28158 8
915 77877 3
916 54138 1
916 68198 2
918 4837 6
918 6049 2
918 44502 5
919 67040 1
920 39214 2
921 62988 3
921 74471 7
922 51223 9
922 88570 10
924 39071 10
925 13201 8
926 59959 1
926 65213 8
926 82262 4
926 92640 7
927 67470 5
928 47579 4
928 50728 1
928 52581 3
929 21789 9
929 22547 6
929 77197 9
929 95583 4
932 68345 3
933 12971 8
933 44842 2
934 2649 6
934 44818 5
934 76347 4
934 97552 6
935 13703 8
935 27807 9
936 32278 9
936 45647 4
936 48723 10
938 19281 3
938 33885 8
938 78735 6
939 13862 1
939 45891 8
940 1339 8
940 28063 8
940 30566 8
940 79334 5
942 12597 1
942 45394 6
943 88924 1
944 20094 6
945 97347 6
947 21418 3
948 2964 5
948 36188 4
950 22657 1
950 56343 10
950 87760 6
951 63384 8
952 52744 1
952 69751 3
953 23428 4
954 70382 5
955 40684 10
955 47705 4
955 71691 3
955 84673 9
956 64689 7
957 34426 4
958 8813 1
958 71042 5
958 99018 2
959 41848 1
960 33064 2
960 38661 1
961 15191 10
961 49501 1
961 71776 7
964 14735 2
966 88679 7
966 90886 8
967 41770 7
967 74197 4
968 55640 2
969 16193 3
969 22627 7
969 24290 3
970 54518 3
970 68375 4
971 38037 2
972 1374 3
972 98950 6
973 68276 8
974 31108 9
974 54275 6
975 36446 1
975 49156 2
975 80108 6
976 20188 7
976 57051 7
976 98350 6
979 13172 3
981 5468 8
981 26762 8
981 53160 6
982 11098 10
982 47521 7
983 37266 7
984 37730 7
984 75513 10
986 32321 5
987 73932 4
987 83802 8
987 92602 8
989 58814 5
989 82800 1
990 59133 7
990 63550 9
990 68765 5
991 48152 2
992 17114 3
992 27921 9
993 9488 8
993 35985 10
993 41745 8
994 6555 5
994 46095 10
995 19367 1
996 25346 10
996 40473 8
997 66116 7
998 28119 7
998 45518 1
998 73181 7
999 48 6
999 10784 6
999 73001 6
1000 67054 2
1000 74065 4
1001 43650 4
1002 62176 3
1002 99433 8
1003 12122 7
1003 18718 10
1003 43315 8
1003 77056 4
1004 63541 2
1005 15941 4
1005 47879 4
1005 50352 6
1006 48456 5
1006 62081 8
1007 12026 7
1007 50000 4
1008 2817 7
1009 7050 4
1009 51979 10
1010 90522 8
1011 20016 6
1011 38837 9
1011 52920 8
1011 54689 2
1011 55231 7
1011 67420 8
1013 23698 10
1013 31304 2
1013 80992 5
1013 87825 8
1014 55623 5
1014 85294 9
1015 84489 1
1016 62339 7
1016 68877 8
1017 34409 10
1017 37301 9
1017 53950 5
1018 35928 5
1018 69171 10
1019 91863 10
1021 31828 10
1022 8918 8
1022 41328 5
1022 48319 8
1022 77317 4
1022 78707 10
1022 79170 4
1023 58925 9
1023 75503 10
1023 75909 4
1025 36173 4
1026 1866 10
1026 17706 1
1026 41260 7
1026 57468 7
1028 99003 10
1029 8244 7
1029 27079 10
1029 52379 4
1030 51872 6
1030 97428 7
1031 26936 4
1031 84051 6
1032 60846 3
1032 77723 2
1034 3882 7
1034 27696 1
1034 37411 6
1034 47899 3
1035 13194 3
1035 88115 6
1036 10736 3
1037 8989 10
1037 60527 2
1038 9090 10
1038 95494 5
1040 6790 3
1040 43415 5
1040 45532 3
1040 54720 2
1040 75257 10
1040 88472 6
1041 9021 4
1041 65460 10
1041 70387 2
1042 11995 2
1043 89916 1
1044 5240 10
1044 16654 1
1044 20537 5
1044 67668 5
1046 11346 7
1047 21445 10
1047 45533 3
1047 98606 2
1048 25513 1
1048 62920 9
1050 32812 4
1051 74449 9
1051 87822 2
1052 91450 6
1053 13306 4
1054 7578 6
1054 14963 7
1054 62946 7
1055 22012 5
1055 70629 1
1055 78439 9
1057 34998 1
1058 14384 3
1058 22940 3
1058 28271 1
1058 44540 8
1059 16349 6
1060 79599 2
1060 89230 2
1062 71730 7
1062 81625 3
1063 7200 1
1063 80438 9
1064 83654 9
1065 13792 6
1066 20652 6
1066 94740 8
1067 38378 8
1068 26039 9
1068 37824 9
1069 6387 8
1070 21840 2
1070 49331 9
1070 62443 1
1070 79314 10
1071 54536 4
1072 30273 6
1072 58897 6
1076 10784 10
1076 84121 2
1079 2650 7
1080 55037 10
1082 33814 5
1082 34580 1
1084 57105 2
1085 34688 5
1085 34702 1
1085 65929 9
1085 97023 6
1086 16950 2
1086 53160 5
1086 76416 10
1086 81038 2
1087 18236 4
1087 79215 8
1088 61114 7
1089 78879 1
1090 50812 6
1091 59779 6
1092 5301 9
1092 5600 6
1092 66165 6
1092 85863 2
1093 57228 4
1094 61212 6
1095 4357 1
1095 63330 7
1095 84112 4
1095 95619 7
1098 27626 6
1098 33742 7
1100 18719 5
1100 26477 7
1100 50224 1
1100 78666 5
1100 92490 9
1101 22788 7
1101 96443 5
1102 56042 7
1102 86299 3
1103 83286 6
1105 41711 4
1105 75094 2
1105 92089 10
1106 86787 9
1106 95207 10
1107 42396 6
1107 61092 9
1108 18285 7
1108 54507 4
1108 68684 9
1108 99089 2
1109 49494 9
1111 38490 10
1112 44347 5
1112 61761 6
1114 48017 1
1115 84708 1
1117 24600 9
1118 9841 7
1118 49308 8
1119 39154 6
1119 92162 1
1121 23012 4
1121 28720 8
1121 75668 7
1121 97327 2
1122 20070 5
1123 43068 4
1123 90445 1
1125 23638 9
1126 39134 9
1126 43599 4
1127 28831 10
1127 55342 8
1128 69499 2
1129 43626 1
1129 76072 6
1130 33589 2
1130 34695 7
1130 59039 1
1131 2217 10
1131 12420 10
1132 8482 9
1132 86976 9
1134 22444 4
1134 30875 4
1134 56174 1
1135 51103 4
1135 68972 5
1136 31324 7
1136 53871 1
1137 14925 2
1137 84776 9
1138 90759 5
1139 44487 9
1141 14413 8
1141 21288 8
1141 28465 3
1141 41461 1
1142 4375 10
1142 50816 1
1143 44090 1
1143 52413 5
1143 98842 3
1144 54553 1
1145 175 8
1145 92446 5
1145 95531 6
1146 3482 9
1146 51739 4
1146 67476 6
1146 68086 10
1147 67667 3
1148 45672 6
1150 88608 1
1151 71159 9
1152 42072 1
1152 57271 1
1153 22871 2
1153 83115 5
1154 41900 10
1154 58478 5
1154 68065 6
1154 69778 10
1155 41453 1
1155 51516 7
1156 87545 9
1157 99330 10
1158 42275 9
1159 12746 9
1160 32059 10
1161 1340 2
1161 32630 10
1161 36326 4
1161 47061 6
1162 32332 10
1162 67954 4
1164 59686 2
1164 73622 7
1164 76993 2
1164 77420 7
1165 78550 4
1165 84486 4
1166 37572 10
1166 47387 9
1166 64762 4
1167 99675 8
1168 76876 1
1168 77794 6
1169 79931 1
1170 40478 6
1171 37833 7
1171 50293 7
1171 84599 3
1172 34037 7
1173 33623 7
1173 68684 9
1173 86361 7
1175 58638 9
1175 68556 10
1176 40442 6
1176 44505 8
1176 77244 3
1177 32286 7
1177 53399 3
1178 35042 10
1178 91591 8
1179 7335 6
1179 86750 1
1180 86941 6
1180 96662 10
1182 61238 8
1183 52084 9
1185 63865 5
1186 66277 9
1187 85653 9
1187 96575 10
1188 3085 6
1189 70214 9
1190 17147 5
1190 48764 8
1191 52501 6
1191 59229 2
1192 12829 5
1192 77208 9
1194 77864 10
1195 238 3
1195 5359 9
1195 16915 6
1196 17064 1
1196 85703 8
1196 85855 3
1197 295 8
1197 60871 2
1198 44686 9
1199 5447 3
1199 46276 1
1200 67470 8
1201 62006 10
1204 5063 2
1204 28766 3
1204 48215 1
1205 8023 1
1205 19215 3
1206 29680 5
1207 48019 9
1209 43981 1
1210 28341 4
1210 88114 6
1211 5196 2
1212 4693 1
1213 1245 3
1213 77943 7
1216 71938 4
1217 5528 9
1217 70338 7
1218 32380 3
1218 37001 2
1218 37171 6
1218 85716 10
1219 98751 2
1221 22614 5
1222 25704 5
1222 33910 2
1222 75313 9
1222 90753 5
1224 36278 4
1224 37062 9
1224 56744 3
1225 11412 3
1225 56178 2
1225 92539 5
1225 92742 6
1226 12034 2
1226 73404 8
1228 63872 10
1230 24917 10
1230 59745 10
1230 66650 6
1231 66668 7
1232 72472 1
1232 87570 6
1235 17202 10
1236 76740 10
1237 11948 9
1237 22019 10
1237 76235 8
1237 93896 3
1238 44404 1
1238 84316 5
1239 92372 2
1239 92871 3
1240 35241 2
1241 46300 8
1241 76674 4
1242 14895 10
1242 20261 3
1242 98794 7
1244 24409 8
1244 35808 5
